id_orden,sku,volumen_c,unidades_c,importe_c
13,7794229027716,13.2,110,1281.98
13,7795580267000,20.16,168,2988.56
13,7791283265671,12.36,103,1363.78
14,7797992757966,52.2,348,7197.75
14,7793718275102,187.0,374,24523.8
14,7792786577289,582.0,194,57726.03
14,7797274793469,74.1,390,10007.13
14,7799937437269,302.0,302,42263.35
14,7795687459714,160.5,321,16343.58
14,7791274187662,17.4,116,2253.28
14,7795864311666,133.0,133,13560.65
14,7794546579210,475.0,475,61084.81
14,7798666090935,369.0,410,51939.72
14,7794138911887,135.0,150,18480.8
14,7792617399956,477.0,477,57187.82
14,7797761545153,67.75,271,8288.91
14,7795528371123,191.0,191,26776.09
15,7797109574604,159.5,319,20348.31
15,7798297855082,181.0,181,25829.12
15,7798033267938,86.5,173,12805.93
15,7791031112538,81.32,428,10722.07
15,7794216074260,78.0,156,7938.88
15,7794759713707,77.5,155,7241.2
15,7795230959059,341.6,427,46698.64
15,7795293838958,422.0,422,62707.32
15,7796944635411,237.5,475,33872.72
15,7798149208852,427.5,285,39816.35
16,7797582450247,84.5,338,12171.67
16,7792106676044,144.0,144,13277.86
16,7792224062885,77.33,407,11363.12
16,7798150151442,366.0,244,51812.74
16,7793974873080,105.0,105,12779.92
16,7793175813777,115.5,462,12662.24
16,7791708787250,55.5,111,7805.5
16,7796269310192,26.22,138,2217.69
16,7795968568019,323.0,323,47933.01
16,7798046717991,196.5,393,28490.14
16,7791879080842,333.0,222,38432.34
16,7799481776551,50.5,101,7185.55
16,7794453043452,400.0,400,55811.76
16,7791216645314,425.0,425,53170.95
17,7793915372349,661.5,441,88921.09
17,7795710525535,297.0,198,40044.28
17,7797526524909,69.0,138,7045.47
17,7796402667027,97.0,388,10490.23
17,7795167795692,121.0,242,10714.88
17,7795968562661,22.68,189,2013.19
17,7795200100115,25.56,213,2335.69
17,7799466783416,116.25,465,16291.14
17,7799380866850,220.5,147,29513.01
17,7793866147089,53.0,106,7108.07
17,7799612745767,39.24,327,3346.43
18,7798658314726,27.25,109,3900.11
18,7792308024967,182.0,364,16176.31
18,7792338144039,34.56,288,4841.37
18,7798561278673,480.0,480,51332.08
18,7792315369787,106.0,424,13720.61
18,7797067108766,134.0,268,12847.45
18,7791753355372,358.0,358,35548.25
19,7797964160363,51.45,343,6911.18
19,7798750860537,1200.0,400,109170.75
19,7796648186464,61.0,122,6584.97
19,7793677898212,209.0,209,21775.7
19,7795793007449,120.0,240,12717.82
20,7795848602106,393.0,393,54071.83
20,7792942944495,59.52,496,8505.72
20,7791111100774,177.0,177,20072.25
20,7794982772323,166.0,332,17580.78
20,7797542733849,385.0,385,35382.09
20,7791731209694,337.5,225,29346.6
20,7796807503043,65.85,439,6520.9
20,7797724714225,209.5,419,17051.37
20,7793784931943,130.5,261,18372.51
20,7793037318518,669.0,446,66565.25
20,7796627806947,51.84,432,6942.39
20,7793367502570,229.5,459,20430.37
20,7796500330693,55.5,111,8237.49
20,7797635884286,21.75,145,1975.21
20,7796081113658,324.0,324,34221.71
21,7791092702635,63.46,334,8047.71
21,7797232268581,91.5,366,8744.63
21,7796874256494,247.0,247,27069.07
21,7793510089657,64.35,429,5759.35
21,7794932213001,597.0,398,76483.83
21,7799084365959,450.0,450,64292.92
21,7792017914813,333.0,111,42640.39
22,7795200100115,25.08,209,2553.46
22,7797526524909,64.5,129,8600.64
22,7795968562661,24.6,205,2016.52
22,7799612745767,24.84,207,2391.94
22,7795710525535,384.0,256,48097.04
22,7793866147089,181.5,363,20278.13
22,7795167795692,60.5,121,7501.81
22,7793915372349,253.5,169,25427.22
23,7793929269580,488.0,488,39917.0
23,7797970639935,191.2,239,16043.02
23,7793665745840,120.6,402,10690.27
23,7798565332873,627.0,418,91954.33
23,7793435375361,480.0,480,51399.77
23,7794252126756,252.0,168,35997.47
23,7794418825313,136.0,136,16991.37
23,7798406942403,17.85,119,2641.99
23,7798366995521,361.0,361,51410.25
23,7793420019332,15.9,106,1313.97
23,7799852946519,274.0,274,31612.83
23,7793296876713,76.57,403,8000.22
23,7791125592028,96.5,193,11229.52
23,7794982067446,283.5,315,30730.92
24,7794226730040,193.0,386,21307.38
24,7791415504180,249.5,499,22086.66
24,7795175618012,86.0,172,9115.12
24,7795857220402,133.8,446,10801.98
24,7799086883588,343.0,343,37461.4
24,7791431277847,180.8,226,20610.46
24,7796279260458,263.0,263,24660.61
24,7795301367728,251.0,251,22432.52
24,7796337825884,69.0,138,9156.66
24,7795778747108,241.0,241,25653.97
25,7797872933372,119.0,119,11176.93
25,7795366711515,20.25,135,2000.66
25,7795564116492,1386.0,462,204598.28
25,7792611225800,960.0,320,95554.09
25,7793192961988,395.0,395,46927.52
25,7795780049755,20.14,106,2710.15
25,7797344141211,64.5,430,9305.77
25,7791841533263,119.0,119,12339.24
25,7795479752598,576.0,384,80759.94
25,7794749136131,285.6,357,32214.29
25,7793099189406,440.0,440,65313.66
26,7795168946144,37.2,124,3251.21
26,7796450735439,269.0,269,32010.4
26,7797154078073,217.5,435,31168.14
26,7793082968409,208.0,208,25793.71
26,7796661341283,61.95,413,5813.62
27,7799979983998,636.0,424,53223.13
27,7794062748460,38.4,320,5434.2
27,7792172525269,320.0,320,28857.95
27,7796033707989,62.25,249,5861.79
27,7791287616778,161.0,322,22594.13
27,7795297957210,219.5,439,28095.33
27,7798986968951,151.5,303,18951.87
27,7792210030874,161.0,161,18502.37
27,7794875348230,393.0,393,47644.58
28,7798900667601,40.25,161,4257.43
28,7792022893407,37.44,312,3026.2
28,7793703245571,25.27,133,3626.92
28,7799918911020,196.0,245,25441.15
28,7798905707014,41.16,343,4428.21
28,7793607681547,325.5,217,30903.31
28,7795963257401,56.0,224,5617.59
28,7791568945066,47.7,318,4687.03
28,7793228431169,212.0,424,31218.09
28,7791234171551,51.0,102,4356.68
28,7792980421869,156.5,313,12672.51
28,7798481410701,76.75,307,9893.88
28,7797277223465,94.05,495,10434.49
28,7792993904463,395.2,494,43843.81
29,7799738166859,67.45,355,8228.83
29,7797737523726,370.0,370,51296.42
29,7792129667244,377.0,377,52079.81
29,7795876511278,420.0,140,56354.02
29,7792127359005,358.2,398,44911.62
29,7799780730883,18.9,126,1727.18
29,7797441538634,106.75,427,15521.09
29,7797455053386,25.95,173,2425.41
29,7793959114249,161.0,322,21724.58
29,7799578875868,303.0,303,40098.09
29,7796880881937,249.0,249,26725.0
29,7795772545844,122.5,245,10042.72
30,7792899313768,337.0,337,49796.57
30,7799195284468,240.8,301,33543.17
30,7797696125716,329.0,329,45463.99
30,7795482375953,189.5,379,26611.89
30,7792356200587,364.0,364,32414.79
30,7797225491560,195.0,195,21020.7
30,7797568417172,214.0,428,28734.6
30,7798773671893,236.0,236,26454.4
30,7791752281197,21.6,144,3161.13
31,7793873871275,741.0,494,106128.09
31,7795357155831,353.0,353,48951.84
31,7799197260153,25.27,133,3472.69
31,7797167953732,125.0,125,14193.04
31,7796114055463,88.25,353,10988.45
31,7799302903015,91.5,183,9264.61
31,7791302023755,189.0,378,22028.1
31,7796331320539,144.0,144,14612.73
31,7794692212833,86.83,457,8096.58
31,7799371690223,73.2,488,6511.54
31,7793923630003,469.0,469,38264.64
31,7792073393775,421.0,421,50129.85
31,7793954455267,1197.0,399,130530.79
31,7797203599481,255.0,255,29489.17
33,7796384276968,70.2,468,8071.97
33,7794085753031,207.0,138,19380.1
33,7792908675670,149.0,149,20618.39
33,7795273003345,156.0,195,13166.22
33,7797804236674,1089.0,363,128679.69
33,7794993758876,38.75,155,5506.94
33,7799335408022,262.0,262,32468.42
33,7797417266614,16.92,141,1717.03
33,7799570725470,78.5,314,8904.23
33,7797836922707,369.0,246,51756.69
33,7791069264456,223.5,447,26154.35
33,7791084611460,76.0,304,10861.37
33,7791836058925,116.5,233,12950.5
34,7794453043452,339.0,339,46587.48
34,7799481776551,223.5,447,28585.8
34,7791216645314,415.0,415,55226.31
34,7798046717991,189.0,378,16494.32
34,7798150151442,480.0,320,61033.59
34,7791879080842,441.0,294,47778.01
34,7793175813777,102.25,409,10087.29
34,7791708787250,96.0,192,9790.02
35,7798155435833,57.48,479,6828.66
35,7798275818817,35.7,238,3778.85
35,7796086336388,13.44,112,1336.26
35,7794145541928,435.0,145,38689.23
35,7796560381945,188.0,376,16995.5
35,7799302887999,184.0,368,15352.41
35,7791313222332,339.0,339,29466.15
36,7793492448458,358.0,358,28958.94
36,7798608341485,92.5,370,12450.46
36,7796071905947,236.0,236,28676.71
36,7797313108930,113.0,113,16926.74
36,7797760197196,312.0,390,46474.17
36,7797992751999,232.5,465,20771.56
36,7798028651395,199.5,399,24726.28
36,7795204476027,129.6,144,12337.73
36,7796618979002,42.84,357,3851.26
36,7799329850602,340.0,340,33056.73
36,7794734794942,100.5,201,15051.81
36,7792086722711,337.0,337,47131.08
36,7795482681718,389.6,487,31776.25
36,7794379744468,420.0,420,62148.76
36,7796655052771,176.0,352,15480.53
37,7793420019332,25.8,172,2867.41
37,7798366995521,195.0,195,18732.82
37,7793929269580,458.0,458,67054.12
37,7799500689935,94.2,314,12703.61
37,7794252126756,310.5,207,38445.71
37,7794982067446,360.0,400,30790.95
37,7794290981237,40.5,270,5282.57
37,7793435375361,105.0,105,12179.55
37,7799852946519,345.0,345,39873.31
37,7791125592028,204.0,408,19186.4
37,7794418825313,125.0,125,12875.53
37,7798565332873,246.0,164,30718.26
37,7793665745840,69.3,231,7434.35
37,7797970639935,222.4,278,31477.17
37,7793296876713,89.49,471,7422.93
38,7795414583480,197.0,394,26271.62
38,7797976595080,196.0,392,19402.91
38,7794655305356,84.75,339,8467.84
38,7793597009590,234.0,468,26047.32
38,7792258670171,1014.0,338,95600.34
38,7798679063346,110.5,221,14152.92
38,7791038257647,100.0,400,13457.46
38,7797051564291,124.0,248,14964.37
39,7791659999661,171.0,171,25042.22
39,7797548289024,494.0,494,49044.15
39,7797192331538,318.0,212,30597.44
39,7797598461448,120.25,481,10483.54
39,7797025274562,68.75,275,8018.77
39,7793034329933,15.6,104,2225.07
39,7792691130092,254.0,254,35883.38
39,7793654355840,189.0,189,20070.36
39,7794352058537,135.0,270,18788.16
40,7794453429432,59.66,314,6400.12
40,7796532501390,361.0,361,29033.35
40,7796053189185,271.0,271,21700.88
40,7799271426925,70.0,140,9267.14
40,7798805841658,342.0,342,38990.32
40,7799681177961,657.0,219,86039.4
40,7799148227303,264.0,330,22128.77
40,7794449287442,44.5,178,5888.45
42,7795857220402,111.0,370,10444.61
42,7791415504180,244.0,488,25072.21
42,7791068494204,215.2,269,29856.59
42,7794071188606,43.25,173,4880.29
42,7794290145177,112.8,376,14853.56
42,7794226730040,201.5,403,30061.51
42,7794065483136,631.5,421,76700.33
42,7794711030917,387.0,387,54180.49
42,7794860610121,66.5,133,6877.88
42,7794453808423,104.0,208,9044.42
42,7793140617898,42.15,281,3851.8
42,7796279260458,217.0,217,26225.83
42,7796362328079,189.0,189,23224.56
43,7798658314726,49.5,198,6999.38
43,7799391454733,1407.0,469,163890.16
43,7798206397261,347.0,347,41416.49
43,7794768035838,96.0,192,12346.96
43,7795226920229,276.0,276,30301.33
43,7791385265012,45.22,238,5293.08
43,7796768546067,142.0,142,19969.71
44,7792110380577,65.5,131,5641.37
44,7795659846439,64.75,259,5290.93
44,7799542500972,249.0,498,21303.48
44,7793784931943,166.0,332,18824.16
44,7794482289886,197.0,394,22481.81
44,7793523573787,71.4,476,8953.77
44,7796081113658,168.0,168,18289.96
44,7796627806947,46.92,391,5585.13
44,7793367502570,96.5,193,9475.41
44,7793037318518,513.0,342,67303.94
44,7795218010700,116.0,232,16637.25
44,7791111100774,173.0,173,22769.02
45,7799779089349,110.5,221,16389.2
45,7798810793548,360.0,360,30377.74
45,7792381251679,61.25,245,8180.85
45,7795712068276,144.5,289,13420.29
45,7795413645838,59.28,494,5561.17
45,7797073447253,1050.0,350,90159.95
46,7793915372349,276.0,184,32339.15
46,7795167795692,165.0,330,16968.53
46,7795200100115,50.04,417,6403.05
46,7799380866850,537.0,358,56036.67
46,7799612745767,52.68,439,7587.67
46,7799466783416,28.25,113,3323.05
47,7793176742936,302.0,302,35843.34
47,7799004895598,55.25,221,6399.05
47,7795769790021,189.6,237,22641.89
47,7793384639089,166.0,166,24601.96
47,7791752281197,69.0,460,9860.51
47,7798773671893,462.0,462,68028.48
47,7792899313768,230.0,230,25953.73
47,7797140566230,73.15,385,6185.67
47,7795533553366,460.0,460,51018.58
47,7791113698141,101.0,101,14901.79
47,7794175122449,246.0,492,28421.11
47,7797225491560,232.0,232,32601.4
47,7798371091244,564.0,188,83760.74
48,7795819445646,1044.0,348,129101.72
48,7795242481355,40.47,213,5378.23
48,7796035053424,81.0,162,6728.1
48,7797868153896,92.0,184,10999.66
48,7794483415405,22.05,147,3270.97
48,7796015639515,401.0,401,35348.17
48,7795758261677,327.0,109,45029.18
48,7795640963052,65.55,437,9377.33
48,7795625218746,141.5,283,11677.48
48,7793981413328,69.73,367,8128.18
48,7794697267232,66.12,348,6545.11
48,7797198464012,56.85,379,6790.61
48,7798016916163,228.0,228,32542.87
49,7796318183123,309.0,206,46135.66
49,7792885653244,109.5,219,10318.9
49,7797037470890,167.0,334,15507.04
49,7798312908197,29.7,198,3841.05
49,7792943545960,213.0,213,17195.06
49,7795869186266,468.0,312,61165.21
49,7793537265630,33.25,133,3075.76
49,7791424156332,123.0,123,12851.5
49,7791098995414,84.93,447,10872.39
49,7798067577412,361.0,361,44932.65
49,7792160632461,126.5,253,11298.12
49,7792501531374,45.3,302,6336.47
50,7797225491560,353.0,353,46983.68
50,7799941358184,124.25,497,11041.77
50,7799195284468,113.6,142,16925.99
50,7794464456319,307.0,307,44191.6
50,7797696125716,170.0,170,24927.11
50,7795533553366,281.0,281,27374.68
50,7795100580954,123.0,123,10126.02
50,7792818242418,130.0,130,15418.25
50,7797568417172,123.0,246,11378.11
50,7798371091244,1089.0,363,133412.23
50,7797500469628,90.5,181,7498.07
50,7792356200587,445.0,445,54164.47
50,7791579504883,430.0,430,63784.89
50,7798773671893,196.0,196,20059.05
51,7795710525535,235.5,157,25142.41
51,7797526524909,74.0,148,7141.19
51,7799380866850,519.0,346,63712.48
51,7799612745767,32.28,269,4311.96
51,7799466783416,27.0,108,2439.6
51,7795200100115,47.52,396,4672.94
51,7795167795692,76.5,153,8052.33
51,7796402667027,69.5,278,10198.42
51,7793866147089,97.5,195,12514.08
51,7795968562661,32.88,274,3133.18
51,7793915372349,496.5,331,45275.68
52,7791313222332,334.0,334,29718.79
52,7798275818817,45.15,301,6018.76
52,7796560381945,151.5,303,14807.33
52,7795139154601,468.0,312,47256.85
52,7798570440088,394.0,394,41357.8
52,7796086336388,35.28,294,5113.32
52,7799302887999,73.0,146,6920.97
52,7795692156010,76.0,152,8443.21
52,7795825003587,372.0,372,42772.44
52,7798275272730,30.48,254,3243.08
52,7794145541928,384.0,128,50545.63
52,7793038348729,45.9,306,4603.68
52,7792856566464,129.0,258,18281.81
53,7795786661720,84.0,168,12574.77
53,7794411539036,18.36,153,2207.44
53,7793583289802,205.0,410,27934.95
53,7791669454950,231.5,463,33487.25
53,7798551180964,371.0,371,50361.67
53,7795430127022,239.4,266,19846.89
53,7795335265527,95.4,106,10983.91
53,7795645618433,182.0,364,15183.33
53,7792175525506,402.0,134,41636.84
53,7796649517001,60.25,241,6131.0
53,7798029428932,82.5,275,12163.74
53,7794035968248,22.42,118,2193.95
53,7791832604026,124.0,124,15002.01
53,7791127169032,77.25,309,7812.74
54,7798110632800,48.9,326,4843.45
54,7796850238024,365.0,365,53712.89
54,7794211165568,166.0,166,20128.64
54,7799486670139,150.0,150,14181.95
54,7796671405255,35.75,143,5082.24
54,7797485335246,104.0,416,12675.17
54,7795811892630,109.8,366,15949.98
54,7799794694702,241.5,161,34240.86
54,7798448993408,673.5,449,97539.78
55,7793941973330,118.5,474,16692.14
55,7791038257647,120.0,480,14273.31
55,7791876276318,51.9,173,4351.44
55,7791873001053,529.5,353,66787.08
55,7792258670171,1455.0,485,187100.73
56,7798961173616,185.6,232,23730.19
56,7794697267232,82.46,434,6808.89
56,7795640963052,33.9,226,3060.58
56,7795819445646,1077.0,359,111681.5
56,7796015639515,406.0,406,36968.53
56,7798774563016,487.5,325,57285.13
56,7798791158125,57.6,384,7170.48
56,7793981413328,60.23,317,8466.0
56,7797198464012,30.0,200,4393.07
56,7796035053424,217.0,434,29445.94
56,7796412426686,349.5,233,52235.6
56,7792420815936,205.5,411,20307.75
56,7793050823388,32.1,214,4358.69
57,7795395292112,93.75,375,12803.36
57,7799922071820,21.75,145,3158.52
57,7793590590734,215.0,430,27744.64
57,7791283265671,54.24,452,5775.55
57,7791558819749,173.0,173,19036.83
57,7793175691670,88.0,176,9558.28
57,7791782245090,370.0,370,46691.38
57,7796498224913,133.0,266,14589.94
57,7795580267000,50.16,418,4265.29
58,7799579504269,748.5,499,61481.77
58,7796398698536,200.0,200,21254.73
58,7798448993408,588.0,392,64817.02
58,7795811892630,53.7,179,4913.73
58,7797580525766,335.2,419,29975.78
58,7797863028365,25.25,101,3191.23
58,7796671405255,67.0,268,6107.55
58,7798110632800,37.35,249,4467.4
58,7799486670139,121.0,121,13168.02
58,7797485335246,92.0,368,10613.3
58,7799794694702,453.0,302,48701.63
58,7794211165568,495.0,495,57977.21
58,7796850238024,484.0,484,45412.86
59,7799977853859,241.0,482,30080.93
59,7797406232118,247.5,165,28704.29
59,7798022582911,309.6,387,36131.9
59,7799415361896,131.0,131,16975.28
59,7791525126149,52.5,175,6835.58
59,7792966393254,212.0,424,18854.96
59,7796986390587,303.0,202,42004.52
59,7798236977350,651.0,434,74651.28
59,7795531709504,71.5,143,10268.77
59,7792180284220,60.0,240,8711.18
59,7798309305647,17.25,115,2145.79
59,7795079936960,25.44,212,2178.31
59,7796943343558,303.0,303,39484.0
60,7794560570285,187.0,374,27463.91
60,7795074780090,151.2,189,17713.2
60,7795855631208,115.5,231,14234.62
60,7798104641919,75.5,151,7237.49
60,7796688234178,376.5,251,33207.93
60,7796238738976,325.0,325,43231.92
60,7796471629918,126.0,252,15704.61
60,7795562360620,340.5,227,41354.49
60,7791639284369,1365.0,455,111053.73
60,7791728722864,476.0,476,45009.91
61,7796927369702,110.0,440,13549.05
61,7798114196500,337.0,337,30080.95
61,7792254320426,211.0,422,28560.3
61,7793565916883,388.0,388,32981.69
61,7796900459981,340.0,425,34360.99
61,7795803523006,173.7,193,22774.3
61,7795768110071,56.0,112,5446.04
61,7799002455999,48.6,324,4106.47
62,7798783819771,162.5,325,24009.59
62,7791101582321,247.5,495,20889.99
62,7793561329242,15.6,130,1564.06
62,7791809393989,126.5,253,17003.39
62,7792657048904,351.0,351,30921.61
62,7794586376099,222.0,444,21634.45
62,7795261928292,121.0,242,9776.42
63,7796850238024,406.0,406,58047.71
63,7796671405255,79.25,317,7242.54
63,7798110632800,72.9,486,10315.67
63,7796398698536,413.0,413,61708.31
63,7797863028365,36.0,144,4012.03
63,7799486670139,220.0,220,24081.62
63,7799579504269,561.0,374,68380.29
63,7794211165568,464.0,464,58251.34
63,7798448993408,505.5,337,51130.64
63,7799794694702,508.5,339,64633.0
63,7795811892630,91.8,306,8519.74
63,7797580525766,112.8,141,14463.46
63,7797485335246,27.25,109,2803.46
64,7793122579468,398.0,398,46599.13
64,7796251809985,62.5,125,5679.82
64,7793387249114,137.0,137,14675.92
64,7795588432937,43.32,361,3743.24
64,7792766202220,232.8,291,30525.36
65,7793857757821,35.5,142,2933.87
65,7793781303983,90.5,181,9374.15
65,7793358231083,73.95,493,7988.6
65,7798708644241,396.0,132,54293.66
65,7795933289592,191.5,383,25291.38
65,7794357091475,121.5,243,12297.3
66,7796944635411,244.5,489,27653.3
66,7794759713707,213.5,427,21605.0
66,7795753111669,57.5,230,7010.05
66,7798033267938,165.0,330,16330.06
66,7794216074260,107.0,214,15861.86
66,7797109574604,116.0,232,15005.53
66,7791031112538,26.79,141,2893.96
66,7793063809828,91.0,182,7545.19
66,7791140437251,228.0,456,33524.96
66,7798149208852,393.0,262,32535.35
67,7799148227303,167.2,209,17313.06
67,7791027481088,375.0,375,34524.0
67,7795056675577,36.15,241,2898.09
67,7796053189185,231.0,231,29541.85
67,7794852724782,166.0,332,19406.82
67,7799271426925,203.5,407,26283.27
67,7798805841658,189.0,189,18075.54
67,7794449287442,106.25,425,11793.11
67,7796606042941,483.0,322,62618.1
67,7791445395864,15.9,106,2251.45
67,7798080846167,86.25,345,10166.72
67,7797935087156,70.75,283,7036.64
67,7794453429432,76.38,402,9730.74
67,7798511384996,260.0,260,30411.52
67,7796754659723,46.5,310,6739.93
68,7794153232833,119.75,479,9987.92
68,7798628921048,19.65,131,1852.0
68,7796671729009,430.0,430,39370.1
68,7796334357080,204.0,136,27228.61
68,7792253854745,103.0,206,13500.29
68,7792076776044,55.68,464,4895.0
69,7793228431169,100.5,201,12326.27
69,7796162417772,68.55,457,7746.54
69,7792022893407,25.92,216,2900.44
69,7792980421869,113.5,227,9745.5
69,7798481410701,81.0,324,8842.86
69,7798905707014,25.44,212,3136.97
69,7798900667601,89.5,358,13126.96
69,7793607681547,210.0,140,25505.68
69,7791234171551,161.5,323,13888.13
69,7795963257401,37.25,149,3031.56
69,7791568945066,36.6,244,4908.8
69,7799918911020,232.8,291,34549.52
70,7793050823388,71.1,474,9154.64
70,7795640963052,60.3,402,4866.85
70,7794040577967,460.5,307,46749.22
70,7797198464012,21.75,145,2340.61
70,7795625218746,238.0,476,26088.97
70,7794483415405,32.85,219,4358.6
70,7795242481355,69.73,367,10315.58
71,7798275818817,57.3,382,6153.86
71,7796560381945,204.5,409,19686.93
71,7791313222332,496.0,496,61831.31
71,7799445245282,214.5,429,18808.67
71,7799692307911,158.0,158,15870.84
71,7795139154601,459.0,306,65152.04
71,7792856566464,93.5,187,10052.38
71,7799302887999,140.0,280,16559.37
71,7795692156010,58.5,117,8192.21
71,7798570440088,108.0,108,10179.52
71,7792737431853,234.0,234,34629.27
72,7797799577115,38.5,154,5272.06
72,7792356200587,264.0,264,35285.59
72,7793176742936,237.0,237,22632.92
72,7799195284468,292.8,366,35014.3
72,7798773671893,389.0,389,52459.01
72,7791113698141,450.0,450,63921.86
72,7791579504883,417.0,417,43114.96
73,7799391454733,543.0,181,47485.98
73,7796768546067,324.0,324,29151.25
73,7797067108766,68.5,137,8347.4
73,7792308024967,156.5,313,17187.93
73,7791753355372,432.0,432,62818.94
74,7797583760927,84.0,168,8886.39
74,7796787213219,221.5,443,29940.3
74,7796283860590,341.0,341,32399.45
74,7793326226908,64.6,340,7875.95
74,7794487264328,147.2,184,18989.21
74,7795289087104,136.0,272,11947.37
74,7797949766342,390.0,260,42690.12
